BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH
201301,1,0,201301,31,2359,70555,423699,MINNESOTA,27,2013,January,Drought,Z,94,MOWER,ARX,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,,,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422596,OKLAHOMA,40,2013,January,Drought,Z,67,WAGONER,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422597,OKLAHOMA,40,2013,January,Drought,Z,55,WASHINGTON,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422593,OKLAHOMA,40,2013,January,Drought,Z,61,ROGERS,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422595,OKLAHOMA,40,2013,January,Drought,Z,60,TULSA,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422594,OKLAHOMA,40,2013,January,Drought,Z,72,SEQUOYAH,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422588,OKLAHOMA,40,2013,January,Drought,Z,54,OSAGE,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422587,OKLAHOMA,40,2013,January,Drought,Z,66,OKMULGEE,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422586,OKLAHOMA,40,2013,January,Drought,Z,65,OKFUSKEE,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422576,OKLAHOMA,40,2013,January,Drought,Z,64,CREEK,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422578,OKLAHOMA,40,2013,January,Drought,Z,74,HASKELL,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422577,OKLAHOMA,40,2013,January,Drought,Z,63,DELAWARE,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422572,OKLAHOMA,40,2013,January,Drought,Z,69,ADAIR,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70360,422570,ARKANSAS,5,2013,January,Drought,Z,10,WASHINGTON,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70360,422569,ARKANSAS,5,2013,January,Drought,Z,29,SEBASTIAN,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70360,422568,ARKANSAS,5,2013,January,Drought,Z,11,MADISON,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70360,422567,ARKANSAS,5,2013,January,Drought,Z,20,FRANKLIN,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70360,422566,ARKANSAS,5,2013,January,Drought,Z,19,CRAWFORD,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70829,425484,NEBRASKA,31,2013,January,Drought,Z,35,ARTHUR,LBF,1/1/2013 0:00,MST-7,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70468,423206,WISCONSIN,55,2013,January,Drought,Z,10,ONEIDA,GRB,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70555,423695,MINNESOTA,27,2013,January,Drought,Z,86,DODGE,ARX,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,,,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70551,423669,IOWA,19,2013,January,Drought,Z,18,FLOYD,ARX,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,,,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70468,423207,WISCONSIN,55,2013,January,Drought,Z,18,LINCOLN,GRB,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70468,423205,WISCONSIN,55,2013,January,Drought,Z,5,VILAS,GRB,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70533,423570,ARKANSAS,5,2013,January,Flood,C,147,WOODRUFF,LZK,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,2.00K,0.00K,River/Stream Gage,,,Heavy Rain,,,,,,,,,1,WSW
201301,1,0,201301,29,559,70464,423201,ARKANSAS,5,2013,January,Drought,Z,53,CLARK,LZK,1/1/2013 0:00,CST-6,1/29/2013 5:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,29,559,70464,423200,ARKANSAS,5,2013,January,Drought,Z,54,HOT SPRING,LZK,1/1/2013 0:00,CST-6,1/29/2013 5:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,29,559,70464,423203,ARKANSAS,5,2013,January,Drought,Z,31,CONWAY,LZK,1/1/2013 0:00,CST-6,1/29/2013 5:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,29,559,70464,423199,ARKANSAS,5,2013,January,Drought,Z,43,SALINE,LZK,1/1/2013 0:00,CST-6,1/29/2013 5:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,29,559,70464,423190,ARKANSAS,5,2013,January,Drought,Z,32,FAULKNER,LZK,1/1/2013 0:00,CST-6,1/29/2013 5:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,15,559,70464,423181,ARKANSAS,5,2013,January,Drought,Z,16,INDEPENDENCE,LZK,1/1/2013 0:00,CST-6,1/15/2013 5:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,29,559,70464,423198,ARKANSAS,5,2013,January,Drought,Z,42,GARLAND,LZK,1/1/2013 0:00,CST-6,1/29/2013 5:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,29,559,70464,423197,ARKANSAS,5,2013,January,Drought,Z,39,PERRY,LZK,1/1/2013 0:00,CST-6,1/29/2013 5:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,22,559,70464,423179,ARKANSAS,5,2013,January,Drought,Z,24,CLEBURNE,LZK,1/1/2013 0:00,CST-6,1/22/2013 5:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70464,423173,ARKANSAS,5,2013,January,Drought,Z,12,NEWTON,LZK,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,15,559,70464,423171,ARKANSAS,5,2013,January,Drought,Z,14,STONE,LZK,1/1/2013 0:00,CST-6,1/15/2013 5:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,15,559,70464,423169,ARKANSAS,5,2013,January,Drought,Z,7,SHARP,LZK,1/1/2013 0:00,CST-6,1/15/2013 5:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,22,559,70464,423168,ARKANSAS,5,2013,January,Drought,Z,6,FULTON,LZK,1/1/2013 0:00,CST-6,1/22/2013 5:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,22,559,70464,423164,ARKANSAS,5,2013,January,Drought,Z,15,IZARD,LZK,1/1/2013 0:00,CST-6,1/22/2013 5:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71122,427515,MINNESOTA,27,2013,January,Drought,Z,37,SOUTHERN ST. LOUIS / CARLTON,DLH,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71122,427514,MINNESOTA,27,2013,January,Drought,Z,26,SOUTHERN ITASCA,DLH,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71122,427510,MINNESOTA,27,2013,January,Drought,Z,11,NORTHERN ST. LOUIS,DLH,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71122,427509,MINNESOTA,27,2013,January,Drought,Z,18,NORTHERN ITASCA,DLH,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71122,427513,MINNESOTA,27,2013,January,Drought,Z,33,SOUTHERN CASS,DLH,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71122,427512,MINNESOTA,27,2013,January,Drought,Z,36,SOUTHERN AITKIN,DLH,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71122,427511,MINNESOTA,27,2013,January,Drought,Z,38,PINE,DLH,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71122,427508,MINNESOTA,27,2013,January,Drought,Z,25,NORTHERN CASS,DLH,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71122,427507,MINNESOTA,27,2013,January,Drought,Z,35,NORTHERN AITKIN,DLH,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71122,427506,MINNESOTA,27,2013,January,Drought,Z,10,KOOCHICHING,DLH,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71122,427505,MINNESOTA,27,2013,January,Drought,Z,34,CROW WING,DLH,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71122,427504,MINNESOTA,27,2013,January,Drought,Z,19,CENTRAL ST. LOUIS,DLH,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70555,423702,MINNESOTA,27,2013,January,Drought,Z,88,WINONA,ARX,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,,,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70555,423701,MINNESOTA,27,2013,January,Drought,Z,79,WABASHA,ARX,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,,,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70555,423700,MINNESOTA,27,2013,January,Drought,Z,87,OLMSTED,ARX,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,,,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70555,423697,MINNESOTA,27,2013,January,Drought,Z,95,FILLMORE,ARX,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,,,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70551,423671,IOWA,19,2013,January,Drought,Z,8,MITCHELL,ARX,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,,,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70551,423670,IOWA,19,2013,January,Drought,Z,9,HOWARD,ARX,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,,,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422592,OKLAHOMA,40,2013,January,Drought,Z,49,PUSHMATAHA,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422591,OKLAHOMA,40,2013,January,Drought,Z,73,PITTSBURG,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422590,OKLAHOMA,40,2013,January,Drought,Z,59,PAWNEE,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422585,OKLAHOMA,40,2013,January,Drought,Z,56,NOWATA,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422583,OKLAHOMA,40,2013,January,Drought,Z,70,MUSKOGEE,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422582,OKLAHOMA,40,2013,January,Drought,Z,71,MCINTOSH,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422589,OKLAHOMA,40,2013,January,Drought,Z,58,OTTAWA,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422579,OKLAHOMA,40,2013,January,Drought,Z,75,LATIMER,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422581,OKLAHOMA,40,2013,January,Drought,Z,62,MAYES,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422580,OKLAHOMA,40,2013,January,Drought,Z,76,LE FLORE,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422573,OKLAHOMA,40,2013,January,Drought,Z,68,CHEROKEE,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422575,OKLAHOMA,40,2013,January,Drought,Z,57,CRAIG,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70361,422574,OKLAHOMA,40,2013,January,Drought,Z,53,CHOCTAW,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70360,422565,ARKANSAS,5,2013,January,Drought,Z,2,CARROLL,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70360,422564,ARKANSAS,5,2013,January,Drought,Z,1,BENTON,TSA,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71342,428911,SOUTH DAKOTA,46,2013,January,Drought,Z,56,MOODY,FSD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,,,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71423,429444,NEBRASKA,31,2013,January,Drought,Z,64,YORK,GID,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71423,429443,NEBRASKA,31,2013,January,Drought,Z,85,WEBSTER,GID,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71466,429874,KANSAS,20,2013,January,Drought,Z,52,MARION,ICT,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,,,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71466,429873,KANSAS,20,2013,January,Drought,Z,69,BUTLER,ICT,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,,,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71466,429872,KANSAS,20,2013,January,Drought,Z,68,HARVEY,ICT,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,,,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71425,429485,SOUTH DAKOTA,46,2013,January,Drought,Z,9,WALWORTH,ABR,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71425,429466,SOUTH DAKOTA,46,2013,January,Drought,Z,3,CORSON,ABR,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71425,429465,SOUTH DAKOTA,46,2013,January,Drought,Z,20,CODINGTON,ABR,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71425,429464,SOUTH DAKOTA,46,2013,January,Drought,Z,19,CLARK,ABR,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,71425,429463,SOUTH DAKOTA,46,2013,January,Drought,Z,4,CAMPBELL,ABR,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70672,429223,TEXAS,48,2013,January,Drought,Z,158,BELL,FWD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,3.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,13,2359,70672,429222,TEXAS,48,2013,January,Drought,Z,162,LEON,FWD,1/1/2013 0:00,CST-6,1/13/2013 23:59,0,0,0,0,0.00K,1.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70672,429213,TEXAS,48,2013,January,Drought,Z,102,WISE,FWD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,2.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70672,429211,TEXAS,48,2013,January,Drought,Z,120,ROCKWALL,FWD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,2.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70672,429210,TEXAS,48,2013,January,Drought,Z,117,PARKER,FWD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,2.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70672,429208,TEXAS,48,2013,January,Drought,Z,174,MILAM,FWD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,2.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70672,429196,TEXAS,48,2013,January,Drought,Z,160,FALLS,FWD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,3.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70672,429194,TEXAS,48,2013,January,Drought,Z,103,DENTON,FWD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,3.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70672,429193,TEXAS,48,2013,January,Drought,Z,106,DELTA,FWD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,3.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70672,429191,TEXAS,48,2013,January,Drought,Z,104,COLLIN,FWD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,3.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70672,429184,TEXAS,48,2013,January,Drought,Z,92,COOKE,FWD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,4.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70672,429182,TEXAS,48,2013,January,Drought,Z,132,SOMERVELL,FWD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,6.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70672,429181,TEXAS,48,2013,January,Drought,Z,145,HILL,FWD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,6.00K,Drought Monitor,,,,,,,,,,,,,
201301,1,0,201301,31,2359,70672,429180,TEXAS,48,2013,January,Drought,Z,144,BOSQUE,FWD,1/1/2013 0:00,CST-6,1/31/2013 23:59,0,0,0,0,0.00K,6.00K,Drought Monitor,,,,,,,,,,,,,
